type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
PAYMENT,7284.29,0.0,0.0,0.0,0.0,0
PAYMENT,16693.07,10200.0,0.0,0.0,0.0,0
CASH_OUT,324731.73,23151.0,0.0,0.0,324731.73,0
CASH_IN,66603.69,11575368.71,11641972.4,2303154.41,2236550.72,0
CASH_OUT,462668.1,0.0,0.0,11899495.58,12362163.68,0
PAYMENT,1948.37,18736.09,16787.71,0.0,0.0,0
CASH_OUT,226323.76,0.0,0.0,233062.73,459386.48,0
CASH_OUT,70790.59,0.0,0.0,2379601.45,2450392.04,0
PAYMENT,3074.2,41519.0,38444.8,0.0,0.0,0
CASH_OUT,85180.51,0.0,0.0,439358.55,783681.46,0
CASH_OUT,77425.18,0.0,0.0,1783099.45,1860524.63,0
PAYMENT,85848.84,10736.0,0.0,0.0,0.0,0
CASH_OUT,70622.64,0.0,0.0,644400.31,715022.95,0
CASH_OUT,60111.05,0.0,0.0,112552.07,172663.12,0
TRANSFER,3635328.11,10436.0,0.0,273252.13,3908580.24,0
CASH_OUT,394788.96,46109.0,0.0,878562.21,1273351.17,0
PAYMENT,7545.25,21532.0,13986.75,0.0,0.0,0
CASH_OUT,513625.95,12561.0,0.0,17469.41,436980.32,0
CASH_IN,273427.82,1517274.09,1790701.91,2998807.06,2725379.24,0
PAYMENT,2607.6,21639.0,19031.4,0.0,0.0,0
PAYMENT,816.44,0.0,0.0,0.0,0.0,0
CASH_IN,152123.98,15295473.64,15447597.61,235400.03,83276.05,0
CASH_IN,193327.4,8163932.05,8357259.46,198540.64,5213.23,0
PAYMENT,8321.61,19643.0,11321.39,0.0,0.0,0
PAYMENT,9334.66,1957.31,0.0,0.0,0.0,0
CASH_OUT,508328.07,0.0,0.0,1127221.4,1635549.47,0
CASH_OUT,186551.83,60791.0,0.0,82330.27,268882.1,0
CASH_IN,114626.33,6026.0,120652.33,0.0,0.0,0
PAYMENT,65523.58,933.0,0.0,0.0,0.0,0
CASH_OUT,279993.03,0.0,0.0,976646.65,1256639.68,0
PAYMENT,23576.28,677285.96,653709.69,0.0,0.0,0
CASH_IN,341710.58,50416.0,392126.58,158876.25,0.0,0
PAYMENT,14842.26,32048.45,17206.19,0.0,0.0,0
TRANSFER,11997957.55,0.0,0.0,12447196.39,24445153.94,0
CASH_IN,89068.41,14740.0,103808.41,2990615.54,2901547.13,0
CASH_OUT,440680.07,15841.0,0.0,3743431.87,4184111.94,0
TRANSFER,523111.11,0.0,0.0,1583965.36,2107076.47,0
PAYMENT,10615.04,39125.36,28510.31,0.0,0.0,0
CASH_OUT,132552.28,0.0,0.0,229276.28,361828.56,0
CASH_IN,98975.8,3825123.06,3924098.85,160840.74,61864.94,0
PAYMENT,2136.11,550023.88,547887.77,0.0,0.0,0
CASH_OUT,34749.34,56772.0,22022.66,0.0,34749.34,0
TRANSFER,203737.03,0.0,0.0,316220.57,519957.6,0
CASH_OUT,100969.53,745206.68,644237.16,1120287.73,1221257.26,0
TRANSFER,166922.22,9704.0,0.0,0.0,166922.22,0
PAYMENT,20246.79,30244.0,9997.21,0.0,0.0,0
TRANSFER,500698.98,316628.0,0.0,19859.0,0.0,0
CASH_OUT,151663.59,147.0,0.0,0.0,151663.59,0
CASH_IN,224391.54,1270931.64,1495323.18,357207.67,132816.13,0
TRANSFER,888887.16,0.0,0.0,1691575.02,2580462.19,0
PAYMENT,38749.56,6065.0,0.0,0.0,0.0,0
PAYMENT,23709.5,38254.0,14544.5,0.0,0.0,0
PAYMENT,1002.99,12118.0,11115.01,0.0,0.0,0
TRANSFER,988204.68,0.0,0.0,1826796.49,2815001.17,0
CASH_IN,78946.39,91851.0,170797.39,428287.89,349341.5,0
PAYMENT,3858.9,205800.28,201941.38,0.0,0.0,0
CASH_OUT,13546.09,0.0,0.0,114223.18,127769.28,0
PAYMENT,1399.22,0.0,0.0,0.0,0.0,0
CASH_IN,242030.09,9325194.11,9567224.2,483873.6,241843.51,0
PAYMENT,25845.83,0.0,0.0,0.0,0.0,0
PAYMENT,4.9,96062.26,96057.36,0.0,0.0,0
PAYMENT,19406.28,190270.6,170864.31,0.0,0.0,0
PAYMENT,22036.15,105809.0,83772.85,0.0,0.0,0
CASH_IN,68665.93,8171033.95,8239699.88,812274.7,743608.77,0
PAYMENT,15897.57,38430.0,22532.43,0.0,0.0,0
CASH_OUT,87250.03,0.0,0.0,2075912.87,2163162.9,0
CASH_IN,67147.7,1330147.22,1397294.92,124128.2,56980.49,0
CASH_OUT,211226.92,40635.0,0.0,0.0,211226.92,0
PAYMENT,12395.85,51213.96,38818.11,0.0,0.0,0
CASH_IN,285632.03,52243.71,337875.74,0.0,0.0,0
PAYMENT,21013.18,0.0,0.0,0.0,0.0,0
PAYMENT,4425.8,0.0,0.0,0.0,0.0,0
CASH_IN,133241.13,10843787.86,10977028.98,346080.19,212839.07,0
PAYMENT,4640.44,31844.0,27203.56,0.0,0.0,0
CASH_OUT,427503.76,27624.0,0.0,613947.4,1041451.16,0
CASH_OUT,165190.18,0.0,0.0,1219248.52,1384438.7,0
TRANSFER,231894.75,25644.0,0.0,202654.11,434548.86,0
CASH_OUT,134528.85,0.0,0.0,271816.43,406345.27,0
PAYMENT,4553.12,0.0,0.0,0.0,0.0,0
PAYMENT,16050.32,24360.73,8310.41,0.0,0.0,0
PAYMENT,8988.85,7833.0,0.0,0.0,0.0,0
CASH_OUT,238805.3,0.0,0.0,263026.76,501832.06,0
CASH_OUT,533315.62,0.0,0.0,1514949.19,2541728.38,0
PAYMENT,17455.94,11155.0,0.0,0.0,0.0,0
PAYMENT,3752.41,10166.0,6413.59,0.0,0.0,0
PAYMENT,595.67,0.0,0.0,0.0,0.0,0
CASH_OUT,49194.93,20683.0,0.0,942001.33,991196.27,0
PAYMENT,17647.97,0.0,0.0,0.0,0.0,0
TRANSFER,217365.58,0.0,0.0,1493343.36,1710708.94,0
PAYMENT,349.91,102155.0,101805.09,0.0,0.0,0
PAYMENT,2847.67,0.0,0.0,0.0,0.0,0
CASH_IN,328660.16,24643605.65,24972265.81,743203.72,414543.57,0
CASH_IN,691694.36,741162.4,1432856.76,4897628.17,4205933.81,0
CASH_IN,355077.74,0.0,355077.74,3149408.32,2794330.58,0
CASH_OUT,77380.14,0.0,0.0,97492.46,174872.6,0
CASH_OUT,118105.95,17071.01,0.0,439941.66,558047.61,0
PAYMENT,8200.25,11440.0,3239.75,0.0,0.0,0
CASH_IN,294938.98,12348.0,307286.98,0.0,0.0,0
CASH_OUT,285143.18,6460.0,0.0,87870.7,373013.88,0
TRANSFER,451718.08,11778.0,0.0,49393.6,501111.68,0
CASH_IN,145514.28,572.0,146086.28,0.0,0.0,0
PAYMENT,1416.92,172461.86,171044.94,0.0,0.0,0
CASH_OUT,324633.29,0.0,0.0,4240563.47,4565196.77,0
CASH_IN,356037.76,214.0,356251.76,0.0,0.0,0
PAYMENT,388.04,5551.0,5162.96,0.0,0.0,0
CASH_OUT,13382.68,0.0,0.0,473907.47,604567.47,0
CASH_OUT,108722.4,7101.0,0.0,3671.88,112394.28,0
CASH_OUT,10980.99,16032.0,5051.01,346728.3,416843.68,0
PAYMENT,9117.31,308153.0,299035.69,0.0,0.0,0
PAYMENT,44357.36,240.0,0.0,0.0,0.0,0
PAYMENT,10215.92,127247.2,117031.29,0.0,0.0,0
PAYMENT,17555.22,0.0,0.0,0.0,0.0,0
CASH_OUT,249873.27,0.0,0.0,370895.8,620769.07,0
PAYMENT,20853.31,3076.0,0.0,0.0,0.0,0
CASH_OUT,151597.36,0.0,0.0,3082085.02,3233682.38,0
CASH_OUT,232585.8,165562.0,0.0,2026650.21,2259236.01,0
CASH_OUT,193646.85,0.0,0.0,1584289.82,1777936.67,0
DEBIT,2919.72,10785.0,7865.28,106272.31,109192.03,0
CASH_OUT,35025.56,0.0,0.0,106238.48,1966850.36,0
CASH_OUT,68342.8,51719.0,0.0,637737.06,565812.34,0
CASH_IN,165172.6,2590140.06,2755312.66,221628.29,56455.69,0
CASH_OUT,230990.44,0.0,0.0,1532626.25,1945749.16,0
CASH_OUT,274808.04,0.0,0.0,2584820.79,3960902.05,0
CASH_IN,45786.65,2476041.25,2521827.9,171283.58,125496.93,0
CASH_OUT,200268.44,20640.0,0.0,477756.06,678024.5,0
CASH_IN,191353.18,4521524.76,4712877.93,593960.23,402607.06,0
PAYMENT,22774.91,0.0,0.0,0.0,0.0,0
PAYMENT,9063.08,242587.29,233524.21,0.0,0.0,0
CASH_IN,160816.78,8027878.52,8188695.3,909528.68,748711.9,0
PAYMENT,3536.98,2241.22,0.0,0.0,0.0,0
CASH_IN,210219.54,2908442.89,3118662.43,641613.97,431394.43,0
CASH_OUT,133262.43,0.0,0.0,744444.35,877706.78,0
PAYMENT,2704.36,278488.58,275784.22,0.0,0.0,0
CASH_OUT,230292.27,2083.0,0.0,112441.92,335241.68,0
CASH_OUT,423485.76,49659.0,0.0,0.0,423485.76,0
CASH_IN,330688.35,1076294.1,1406982.45,1213810.2,883121.85,0
CASH_OUT,40449.91,0.0,0.0,3027081.91,3067531.82,0
CASH_OUT,476298.8,0.0,0.0,2010463.39,2486762.19,0
CASH_OUT,132043.51,0.0,0.0,2711094.9,2704640.12,0
PAYMENT,647.86,20912.0,20264.14,0.0,0.0,0
PAYMENT,25764.72,154263.0,128498.28,0.0,0.0,0
CASH_OUT,34958.7,81227.0,46268.3,0.0,34958.7,0
PAYMENT,12877.22,740280.0,727402.78,0.0,0.0,0
CASH_IN,312850.64,30496.0,343346.64,0.0,0.0,0
PAYMENT,2855.88,58594.0,55738.12,0.0,0.0,0
CASH_OUT,111341.32,367645.87,256304.56,544458.75,655800.07,0
CASH_IN,624723.54,82815.0,707538.54,221351.15,0.0,0
PAYMENT,21766.78,0.0,0.0,0.0,0.0,0
CASH_IN,172865.19,6652090.2,6824955.39,6259226.34,7428081.5,0
CASH_IN,141892.33,40242.0,182134.33,0.0,0.0,0
PAYMENT,27246.51,1081.0,0.0,0.0,0.0,0
PAYMENT,30939.15,45410.95,14471.81,0.0,0.0,0
CASH_OUT,72053.03,0.0,0.0,471628.0,499311.82,0
PAYMENT,3285.57,0.0,0.0,0.0,0.0,0
PAYMENT,3545.07,198896.35,195351.28,0.0,0.0,0
PAYMENT,1555.53,0.0,0.0,0.0,0.0,0
CASH_OUT,216803.7,31471.0,0.0,735043.84,951847.53,0
CASH_IN,206010.19,4171222.97,4377233.16,682863.34,476853.15,0
PAYMENT,20916.73,0.0,0.0,0.0,0.0,0
TRANSFER,40052.27,21440.0,0.0,3766586.72,3806638.98,0
CASH_OUT,122300.72,51484.0,0.0,0.0,122300.72,0
CASH_OUT,363240.27,0.0,0.0,681084.43,1044324.7,0
CASH_OUT,98094.55,0.0,0.0,970471.07,1068565.62,0
PAYMENT,1945.62,19942.0,17996.38,0.0,0.0,0
CASH_OUT,215151.03,0.0,0.0,605742.76,820893.79,0
CASH_OUT,287307.77,0.0,0.0,1069474.0,1356781.77,0
CASH_IN,407359.73,1692102.35,2099462.08,1529631.96,1122272.22,0
CASH_OUT,369672.98,0.0,0.0,2783044.96,3152717.93,0
PAYMENT,6181.62,0.0,0.0,0.0,0.0,0
PAYMENT,19809.05,124243.53,104434.48,0.0,0.0,0
CASH_OUT,341986.68,0.0,0.0,810210.16,1525083.7,0
PAYMENT,4466.85,1722.1,0.0,0.0,0.0,0
CASH_IN,314758.83,10791.0,325549.83,145219.51,0.0,0
TRANSFER,58905.66,0.0,0.0,196558.77,255464.43,0
PAYMENT,10564.56,0.0,0.0,0.0,0.0,0
CASH_OUT,102450.39,33190.0,0.0,0.0,102450.39,0
PAYMENT,22161.32,51785.0,29623.68,0.0,0.0,0
CASH_OUT,106790.47,60027.0,0.0,153215.55,260006.01,0
PAYMENT,9813.34,0.0,0.0,0.0,0.0,0
PAYMENT,3432.88,0.0,0.0,0.0,0.0,0
CASH_IN,76455.68,5209018.01,5285473.69,4182421.68,4105965.99,0
PAYMENT,3806.46,10316.83,6510.38,0.0,0.0,0
CASH_OUT,59964.24,0.0,0.0,244603.07,304567.31,0
PAYMENT,2722.61,0.0,0.0,0.0,0.0,0
CASH_OUT,114975.92,81707.0,0.0,0.0,114975.92,0
CASH_OUT,347312.7,53075.0,0.0,1217617.08,1564929.78,0
PAYMENT,17339.53,100889.0,83549.47,0.0,0.0,0
CASH_OUT,32562.89,0.0,0.0,314078.36,346641.25,0
CASH_IN,149128.9,19014041.69,19163170.59,5033319.57,4884190.68,0
CASH_IN,247691.45,29845.38,277536.84,603773.04,356081.59,0
CASH_IN,48255.07,115997.0,164252.07,106891.0,0.0,0
CASH_IN,66298.95,60969.0,127267.95,0.0,0.0,0
CASH_IN,363626.22,4310395.0,4674021.23,3996984.58,3633358.35,0
CASH_IN,129349.78,1412490.26,1541840.04,3218832.15,3089482.37,0
CASH_OUT,96014.77,0.0,0.0,1088735.94,1184750.71,0
CASH_IN,169113.53,1399225.5,1568339.03,871831.61,702718.08,0
CASH_OUT,3476.01,40586.0,37109.99,73765.4,77241.4,0
CASH_IN,117211.25,20399.0,137610.25,0.0,0.0,0
PAYMENT,6291.48,56176.0,49884.52,0.0,0.0,0
PAYMENT,8375.37,37895.0,29519.63,0.0,0.0,0
CASH_OUT,88615.42,11278.0,0.0,3617.75,92233.16,0
PAYMENT,17541.6,12954.7,0.0,0.0,0.0,0
PAYMENT,1420.82,5107.0,3686.19,0.0,0.0,0
CASH_IN,8662.02,131014.0,139676.02,0.0,0.0,0
CASH_IN,415566.51,11850.0,427416.51,9511.67,0.0,0
CASH_IN,737.14,10386423.56,10387160.7,356168.96,786350.58,0
CASH_OUT,47481.9,0.0,0.0,744897.64,792379.54,0
CASH_OUT,278732.6,32149.0,0.0,2420893.86,2699626.46,0
CASH_IN,166690.54,10432269.12,10598959.66,2005032.97,1838342.43,0
CASH_OUT,370848.51,9940.0,0.0,398546.68,769395.19,0
CASH_IN,133628.83,32166.0,165794.83,4595.15,0.0,0
CASH_IN,145293.42,2980.0,148273.42,0.0,0.0,0
PAYMENT,786.44,181051.85,180265.41,0.0,0.0,0
PAYMENT,1810.14,0.0,0.0,0.0,0.0,0
PAYMENT,2417.77,59106.0,56688.23,0.0,0.0,0
CASH_OUT,117249.99,26105.0,0.0,30435.45,147685.44,0
CASH_OUT,142004.59,3316.0,0.0,121910.65,263915.24,0
